,DJI,HSI,OMX20,STI,FTSE,
22/11/2002,-0.00456824,0.006156822,0.00987758,0.017509686,-0.003531287,
25/11/2002,0.005048711,0.003515807,0.003174911,-6.32E-05,-0.012780019,
26/11/2002,-0.019740958,-0.010474666,-0.004283692,-0.012903222,-0.012510583,
27/11/2002,0.028995213,-0.005108308,-0.0015447,-0.007378052,0.017828509,
28/11/2002,0,0.02023219,-0.002999664,0.006502392,0.009894925,
29/11/2002,-0.00399196,-0.007713078,0.010363786,-0.008949934,-0.00382774,
02/12/2002,-0.003775848,0.013345678,-0.006688023,0.003787204,-0.003637818,
03/12/2002,-0.013591557,0.002138785,-0.017876319,-0.010753411,-0.019170273,
04/12/2002,-0.000580479,-0.022874258,-0.006063463,-0.011550893,-0.006595305,
05/12/2002,-0.013198358,0.001414603,-0.005802005,-0.000336806,-0.00400445,
06/12/2002,0.002604478,-0.003615964,-0.014527858,0,-0.00471298,
09/12/2002,-0.020137812,-0.010610802,-0.003386664,-0.012987291,-0.020014786,
10/12/2002,0.011832268,-0.001063546,0.004344977,0.014129044,-0.002272575,
11/12/2002,0.001733691,-0.007475639,0.013271096,0.005311012,0.012625692,
12/12/2002,-0.00592452,0.002980865,0.00703949,0.005333617,-0.010002384,
13/12/2002,-0.012337407,-0.008734994,-0.009430286,-0.010366707,-0.014652052,
16/12/2002,0.022706237,-0.007425405,0.012094323,-0.004874822,0.026941202,
17/12/2002,-0.010722207,0.006120129,0.023325382,-0.013181444,-0.019071413,
18/12/2002,-0.010367556,-0.017347468,-0.01752855,-0.006236786,-0.018991026,
19/12/2002,-0.009820233,0.000964069,-0.005501266,0.014851777,0.001623117,
20/12/2002,0.017364326,0.007383331,-0.016737831,-0.012763538,0.012533681,
23/12/2002,-0.002120823,-0.006016804,0.002401202,-0.001766111,0.012012824,
24/12/2002,-0.005333994,-0.000972165,0,0.001571692,0.001327585,
27/12/2002,-0.01723115,-0.012245186,-0.002651659,0.003277627,-0.029008055,
30/12/2002,0.003494749,-0.018478332,-0.000601353,-0.00720399,0.018429993,
31/12/2002,0.001052623,0.005266335,0,0.006823769,0.010136575,
02/01/2003,0.031376963,0.004733829,0.024852764,-0.003802698,0.017384479,
03/01/2003,-0.000677288,0.02304453,0.01031288,0.002952269,-0.001125473,
06/01/2003,0.019785748,0.008531045,0.008337599,-0.006221128,-0.000894294,
07/01/2003,-0.003765923,-0.001403846,-0.01299441,-0.009719511,-0.011052085,
08/01/2003,-0.016761384,0.003703093,-0.008054914,0.010245048,-0.008264227,
09/01/2003,0.020824219,-0.001322067,0.00703334,0.002076922,0.002331146,
10/01/2003,0.000991672,0.004752312,0.003449703,0.009007391,0.010151704,
13/01/2003,0.000124865,0.011513976,-0.000291064,0.028451879,-0.006525832,
14/01/2003,0.006425088,-0.00384812,-0.007255406,0.010992354,-0.000679009,
15/01/2003,-0.013598854,0.007847604,-0.012490942,-0.010581198,-0.014767915,
16/01/2003,-0.002905262,-0.013280703,0.007198887,-0.005133519,-0.001529044,
17/01/2003,-0.012859314,-0.013290948,-0.009973914,-0.009241422,-0.015901914,
20/01/2003,0,-0.006529086,0.01379876,-0.002666649,-0.011043409,
21/01/2003,-0.016893735,0.001720668,-0.01379876,0.001561292,-0.011156024,
22/01/2003,-0.014815813,-0.000855257,-0.013840879,0.002786668,-0.015836504,
23/01/2003,0.006080495,0.002550016,-0.020228378,-0.003453401,-0.015293155,
24/01/2003,-0.02890538,-0.013032271,-0.005353938,-0.004679617,-0.005103888,
27/01/2003,-0.017548712,-0.017264427,-0.025088861,-0.019924133,-0.034695874,
28/01/2003,0.012349416,0.002891927,-0.012141371,0.006319893,0.002625234,
29/01/2003,0.002700245,-0.009135927,-0.005264301,-0.027884071,-0.001775224,
30/01/2003,-0.020625979,0.001963271,0.01199222,-0.005356455,0.026870441,
31/01/2003,0.013585011,0,-0.005817538,-0.003439843,-0.003151381,
03/02/2003,0.006931069,0,0.002619412,0,0.033613159,
04/02/2003,-0.011974969,-0.00067417,-0.032667039,0.003979866,-0.027275729,
05/02/2003,-0.003514159,-0.00783808,0.007583287,-0.003631479,0.024387594,
06/02/2003,-0.007022349,-0.005934483,0.020052699,-0.003302943,-0.022453581,
07/02/2003,-0.008239575,0.00271378,-0.00818926,-0.001725586,0.0005892,
10/02/2003,0.007080245,0.008833175,-0.014988699,-0.002087114,-0.005597495,
11/02/2003,-0.009769075,-0.004040804,0.002961015,0.01026883,0.02487339,
12/02/2003,-0.01089007,0.012965199,-0.00714328,0,-0.014574752,
13/02/2003,-0.001069902,-0.015304006,-0.003535525,-0.021558375,-0.001466734,
14/02/2003,0.020299665,0.003083508,0.019780925,0.004052236,0.000299056,
17/02/2003,0,0.01957724,0.004385141,0.02152592,0.022034579,
18/02/2003,0.016596494,0.0014238,0.005387364,-0.005687877,0.010016373,
19/02/2003,-0.005055124,0.003248929,-0.001344122,0.016648272,-0.019286343,
20/02/2003,-0.010762491,-0.003948329,-0.031035655,-0.002374485,0.007882364,
21/02/2003,0.012948322,-0.01497989,-0.011722809,0.001994337,0.010752212,
24/02/2003,-0.020140682,-0.001231995,0.014493815,-0.006285731,-0.006803141,
25/02/2003,0.006502008,-0.009896779,-0.012194255,-0.012590503,-0.021949973,
26/02/2003,-0.013046569,-0.003525919,-0.017519521,-0.002560543,-0.007811803,
27/02/2003,0.009942959,0.001968164,0.006818208,-0.012422034,-0.006536236,
28/02/2003,0.000772369,-0.001268562,0.008064787,0.002043142,0.023722786,
03/03/2003,-0.006767372,0.015889256,0.001851904,0.004191072,0.007926202,
04/03/2003,-0.017112457,-0.009417619,-0.0167349,-0.008037215,-0.016232892,
05/03/2003,0.009137854,-0.00795037,0.002334787,-0.002730366,-0.017193644,
06/03/2003,-0.013154088,-0.016260269,-0.01495687,-0.017280012,-0.002281233,
07/03/2003,0.008568457,-0.006173716,0.003343135,-0.01430811,-0.01811598,
10/03/2003,-0.02245291,-0.005090908,-0.020874671,-0.010106768,-0.016034664,
11/03/2003,-0.00584645,-0.000218939,-0.00247088,0.001884829,0.004842667,
12/03/2003,0.003715991,0.001698345,-0.004309207,0.014344333,-0.049177759,
13/03/2003,0.035086524,-0.009912641,0.021710089,-0.001549413,0.059025626,
14/03/2003,0.004840808,0.019018113,0.036433799,0.015395144,0.03242896,
17/03/2003,0.035276872,-0.017118343,0.010549207,-0.013246079,0.032891648,
18/03/2003,0.00640437,0.026601859,0.021851629,0.03165452,0.006696546,
19/03/2003,0.00865379,0.012866041,0.016293639,0.008510756,0.004831821,
20/03/2003,0.002555404,0.003919768,-0.002128793,0.017862714,6.11E-05,
21/03/2003,0.028007247,-0.001673039,0.019416037,0.013650794,0.025021202,
24/03/2003,-0.036724099,-0.007736411,-0.009608138,-0.020254262,-0.030984786,
25/03/2003,0.007947534,-0.005096155,0.007777642,0.009008518,0.004980537,
26/03/2003,-0.006099364,-0.00166324,-0.004669841,0.010378196,0.008248801,
27/03/2003,-0.003460653,-0.019506841,-0.006595808,-0.008602937,-0.01703539,
28/03/2003,-0.006811286,-0.001010393,0.008172349,0.003632112,-0.005517938,
31/03/2003,-0.019041747,-0.02616591,-0.020101979,-0.039142745,-0.026019625,
01/04/2003,0.009679014,-0.004359505,0.003049191,0.011574784,0.019594875,
02/04/2003,0.026317421,0.012633757,0.026876255,0.013313651,0.018453938,
03/04/2003,-0.005407205,-0.006687685,0.010242705,0.002128879,0.004688717,
04/04/2003,0.004451631,0.019953028,0.011666117,0.008554215,0.011419415,
07/04/2003,0.00280662,0.015717239,0.028138376,0.018925679,0.031346355,
08/04/2003,-0.000178875,-0.017508595,-0.02018353,-0.015589619,-0.01717745,
09/04/2003,-0.012242591,-0.01947032,0.003375573,-0.019357395,-0.001906805,
10/04/2003,0.002849029,-0.001289495,-0.010567662,0.002364067,-0.015173768,
11/04/2003,-0.00218296,0.002307867,0.008049657,0.003935421,0.001263902,
14/04/2003,0.017843339,-0.013050851,0.010932359,-0.014048817,0.010794765,
15/04/2003,0.006119448,0.01148236,0.015048299,0.006960062,0.01736787,
16/04/2003,-0.017377267,0.004973651,-0.003494356,0.000402449,-0.015942693,
17/04/2003,0.009646499,-0.011127789,0,-0.007643171,0.008863557,
22/04/2003,0.017517286,-0.000843097,-0.013550948,-0.006367156,0.007293571,
23/04/2003,0.003608387,-0.006121187,0.019155683,-0.006526426,0.012369294,
24/04/2003,-0.008920204,-0.009137114,-0.001520987,-0.018389655,-0.017143684,
25/04/2003,-0.015966912,-0.003928527,-0.009125276,-0.01122112,-0.007421619,
28/04/2003,0.019701123,0.003090708,0.012703273,0.009635,0.017937988,
29/04/2003,0.003696435,0.035998453,0.006534696,0.034505433,-0.003159608,
30/04/2003,-0.00269672,-0.003092531,-0.000486192,-0.002556569,-0.00047111,
02/05/2003,0.012025344,0.010380455,-0.00570608,0.013865483,0.006757606,
06/05/2003,0.000661498,0.009158471,-0.000146739,0.012536352,0.013519526,
07/05/2003,-0.003234158,0.001329941,-0.004068334,-0.006168223,-0.003372803,
09/05/2003,0.005123256,0.02036299,-0.011460311,0.001589534,-0.005915431,
12/05/2003,0.014093732,0.0078302,-0.00063126,0.013515462,0.004547068,
13/05/2003,-0.005455525,-0.003997902,0.010420235,-0.003214394,0.00311744,
14/05/2003,-0.003627708,-0.00168471,0.010229893,-0.00923261,-0.006237081,
15/05/2003,0.00752525,0.002455327,0.014108863,0,0.009030752,
16/05/2003,-0.003929816,-0.003610471,0,-0.004656132,0.009411875,
19/05/2003,-0.021614087,-0.000639145,-0.014206263,-0.00925405,-0.02695164,
20/05/2003,-0.000239135,-0.004076582,0.010884107,0.004891759,0.007650787,
21/05/2003,0.002947259,0.001038089,-0.001046135,-0.006563832,-0.008910035,
22/05/2003,0.009070363,0.007881835,0.007159878,0.011531346,0.013642487,
23/05/2003,0.000855227,0.018686515,-0.007159878,0.009482357,-0.002662389,
27/05/2003,0.020707843,0.012505677,-0.01349497,0.005417197,0.003145927,
28/05/2003,0.001338848,0.009487997,0.010410888,0.009985443,0.019712353,
29/05/2003,-0.009361566,-0.000217675,0,0.00424914,0.002876606,
30/05/2003,0.015839167,-0.002228899,0.004394421,0.003490146,-0.008718987,
02/06/2003,0.005358262,0.015702357,0.015628383,0.023241525,0.019845541,
03/06/2003,0.002821453,0.002620679,-0.012623442,-0.001688951,-0.003286839,
05/06/2003,0.01317614,-0.002467125,0.005746392,0.035085566,-0.002793196,
06/06/2003,0.002375013,0.005753718,0.019829829,0.008120427,0.011275655,
09/06/2003,-0.009177642,0.004002447,0,0.003107898,-0.005241634,
10/06/2003,0.00830488,-0.003065254,0.000901154,-0.001948244,-0.003901923,
11/06/2003,0.014072642,-0.004302441,0.009613234,0.005446927,0.008989358,
12/06/2003,0.001450879,0.007709754,0.005162232,0.020914634,0.002673435,
13/06/2003,-0.008674034,0.01212725,-0.004347179,-7.44E-05,-0.006543425,
16/06/2003,0.021896617,0.000673499,0.006025004,-0.009604551,0.004532397,
17/06/2003,0.000435753,0.016900111,-0.003174146,0.019285117,0.008979764,
18/06/2003,-0.003138652,-0.006006817,0.003460959,-0.00469067,0.003965532,
19/06/2003,-0.012371755,0.000983439,-0.016012971,0.022907729,-0.018121326,
20/06/2003,0.002308845,-0.005002416,0.009070697,-0.001309077,0.006917872,
23/06/2003,-0.013987743,-0.019936993,-0.001774391,-0.018180809,-0.017519783,
24/06/2003,0.004059332,-0.010838977,-0.007575925,-0.018660893,-0.006616933,
25/06/2003,-0.010851358,-3.74E-05,0.003317336,-0.001120686,0.001705051,
26/06/2003,0.007463299,-0.002378985,-0.003453131,-0.003115811,-0.00645909,
27/06/2003,-0.009960898,0.005305432,0.01733699,0.013427776,0.006454173,
30/06/2003,-0.000402066,-0.008327866,-0.012724975,-0.020399802,-0.00905549,
02/07/2003,0.017365876,0.002659057,0.001209134,0.020020771,-0.006048764,
03/07/2003,-0.007976019,0.004517711,-0.002792518,0.003891765,0.004467328,
04/07/2003,0,-0.000963548,-0.000326302,0.00222958,-0.000820253,
07/07/2003,0.016031015,0.026176645,0.003166504,0.019885212,0.013159336,
08/07/2003,0.000683579,0.010105053,-0.008493034,0.001884654,-0.000287174,
09/07/2003,-0.00727747,0.003450505,-0.001727993,0.002761252,-0.004652894,
10/07/2003,-0.013211167,-0.004407645,-0.001587119,-0.002228131,-0.0064156,
11/07/2003,0.009203146,-0.007219,-0.000863786,0.016367917,0.007266104,
14/07/2003,0.006292218,0.021055091,0.010018141,0.018992011,0.016981075,
15/07/2003,-0.005263774,0.001298256,0.006317375,0.008984832,-0.006109271,
16/07/2003,-0.003773575,0.007041369,0.001145066,0.004553184,-0.006203234,
17/07/2003,-0.004824122,-0.010879796,-0.004205867,-0.006285692,-0.005055521,
18/07/2003,0.015058779,0.004360216,0.003548411,-0.003132423,0.004091142,
21/07/2003,-0.010003683,-0.003752283,-0.005207148,-0.00645358,-0.007125394,
22/07/2003,0.006766891,-0.009362838,-0.010172425,-0.012994768,0.008732175,
23/07/2003,0.003900414,-0.010864393,0.008951078,0.00406137,0.001650699,
24/07/2003,-0.008929017,0.002278082,0.01210098,-0.004874336,0.015325533,
25/07/2003,0.018704747,0.001617131,-0.006919088,0.011347348,-0.004448864,
28/07/2003,-0.001946942,0.019496405,-0.002812853,0.012827965,0.004260876,
29/07/2003,-0.006718152,0.006267516,-0.004191121,-0.003964602,-0.002850652,
30/07/2003,-0.000479425,-0.007616246,0.001259182,-0.001703033,0.001005052,
31/07/2003,0.003662145,0.001343796,-0.000186445,-0.012317421,0.003820115,
01/08/2003,-0.008683255,0.011163105,-0.004017008,-0.001148927,-0.014194498,
04/08/2003,0.003497602,-0.006407699,-0.004973501,-0.012797651,0.000395195,
05/08/2003,-0.016432998,-0.000565801,0.007777765,-0.018772896,0.005101537,
06/08/2003,0.002809175,-0.018829295,0.011738912,0.000987124,-0.012354517,
07/08/2003,0.007115221,-0.002957047,0.017059251,0.015395584,0.006157272,
08/08/2003,0.007057333,-0.001289236,0.008938708,0.000606229,0.012672202,
11/08/2003,0.002853112,0.014803582,0.004082979,0.01233772,0.006936222,
12/08/2003,0.010008777,0.008938939,0.007380191,0.006441659,0.002131011,
13/08/2003,-0.004122909,0.01145205,0.016283148,0.01765436,-0.001168983,
14/08/2003,0.00417556,0.007018,0.002361216,0.004695271,0.013577433,
15/08/2003,0.001195188,0.004859957,0.014797727,-0.002912359,0.002241559,
18/08/2003,0.009688999,0.009592619,0.001635184,0.017360597,0.005817287,
19/08/2003,0.001746868,-0.001497552,0.02656536,-0.004299594,-0.004998286,
20/08/2003,-0.003335292,-0.003236659,0.023545335,-0.002051283,-0.007902566,
21/08/2003,0.002781601,0.015938622,-0.011078842,0.0143937,0.001450093,
22/08/2003,-0.007970195,0.010941805,-0.016130088,0.002961355,0.000570457,
26/08/2003,-0.000901199,-0.000632127,0.009159558,-0.02479596,-0.011550421,
27/08/2003,-0.000714025,-0.007034213,0.008469005,-0.003443379,0.00692533,
28/08/2003,0.004321444,0.007609651,-0.001565356,-0.000589693,-0.002003723,
29/08/2003,0.004429562,0.013740513,-0.000833853,0.003551712,-0.008831226,
01/09/2003,0,-0.000512553,0.009442437,0.003962749,0.010368882,
02/09/2003,0.011346283,0.003345645,0.018939286,-0.005771481,-1.66E-05,
03/09/2003,0.004734502,0.014737386,0.02739235,0.005397719,0.013644607,
04/09/2003,0.00202955,0.003260651,-0.005721394,0.003253269,-0.003123038,
05/09/2003,-0.008859082,0.002867873,-0.009412188,0.0047149,0.001968016,
08/09/2003,0.00869072,-0.000477259,-0.006204114,0.002740641,0.008162127,
09/09/2003,-0.00828465,-0.01066636,-0.00677847,-0.026319116,-0.006587214,
10/09/2003,-0.009165532,-0.021642295,-0.008613169,-0.008535571,-0.002778305,
11/09/2003,0.00416308,0.00674941,0.014995301,0.016798076,-0.00232863,
15/09/2003,-0.001157975,0.009984427,0.008233309,-0.008458709,0.004405454,
16/09/2003,0.012466532,0.007129255,-0.005643081,0.002939031,0.008892686,
17/09/2003,-0.002269148,0.006183323,0.002151311,0.011464626,-0.001401314,
18/09/2003,0.011817851,-0.006378439,0.003229005,-0.00094882,0.005051325,
19/09/2003,-0.001483259,-0.009148049,-0.0081546,-0.007126122,-0.013460761,
22/09/2003,-0.01140854,-0.008712751,-0.018646421,-0.002033692,-0.006802491,
23/09/2003,0.004252247,0.006516771,0.004609865,0.001089767,-0.001524286,
24/09/2003,-0.015844563,0.031614688,0.00512914,0.028347319,0.003471232,
25/09/2003,-0.008689399,-0.000829849,-0.008262453,-0.002579777,-0.008108053,
26/09/2003,-0.003310115,0.000321571,-0.002885069,-0.001399907,-0.010778506,
29/09/2003,0.007185552,-0.013273535,-0.013617631,0.000718618,-0.003472355,
30/09/2003,-0.01127656,0.007920063,-0.016696067,0.001282402,-0.012487365,
02/10/2003,0.022677282,0.027772257,0.032229018,0.008067687,0.028374133,
03/10/2003,0.008868497,0.00540709,0.010100007,0.015864872,0.015320171,
06/10/2003,0.002365091,0.010774977,0.006395418,0.028093543,-0.00092227,
07/10/2003,0.006195306,-0.000900317,-0.005930685,0.002447683,0.000435492,
08/10/2003,-0.002458136,-0.000266158,0.005317111,0.006834498,-0.000789176,
09/10/2003,0.005086259,0.006765846,0.004268088,0.002425095,0.010554169,
10/10/2003,-0.000551103,0.011413914,-0.006309468,0.004546297,-0.000663196,
13/10/2003,0.009229088,0.00218765,0.018257502,0.002711036,0.011834076,
14/10/2003,0.004964066,-0.008896695,0.007959734,-0.011518118,-0.006496942,
15/10/2003,-0.001012001,0.016741636,0.013615152,0.010478041,0.007981281,
16/10/2003,-0.001156747,-0.002375877,0.002462676,0.002985886,-0.006692337,
17/10/2003,-0.007166802,0.001405779,0.001267452,0.010203215,0.000988064,
20/10/2003,0.005758757,0.008548198,-0.006405263,0.00453776,0.000823792,
21/10/2003,-0.003103177,0.00842677,0.003321905,0.007063923,0.001094271,
22/10/2003,-0.01544589,-0.000984919,-0.025776625,-0.012120952,-0.015439173,
23/10/2003,0.001549975,-0.041835762,-0.003550048,-0.021860229,-0.010652411,
24/10/2003,-0.003195113,-6.90E-05,0.008004266,0,-0.000287762,
27/10/2003,0.002678721,0.001136843,0.009672458,-0.011806567,0.002899778,
28/10/2003,0.014480694,0.028704742,0.005699959,0.013616857,0.005072604,
29/10/2003,0.002686256,0.003189614,0.007881185,-0.007986418,-0.001705202,
30/10/2003,0.00123447,0.001057928,0.002257643,-0.004066808,0.008236706,
31/10/2003,0.001482378,0.003842452,-0.010814147,0.004890952,-0.003106475,
03/11/2003,0.005832502,0.015989482,0.018589812,0.021294986,0.010436096,
04/11/2003,-0.001993089,0.005021047,0.000592321,0.018400663,-0.000535622,
05/11/2003,-0.001831123,-0.000804409,-0.019844529,-0.009107368,-0.006212898,
06/11/2003,0.003673928,-0.02349369,-0.007934843,-0.007976587,0.00481246,
07/11/2003,-0.004798376,0.005342045,0.009113281,0.003374651,0.012109017,
10/11/2003,-0.005443869,-0.004799809,-0.009784606,-0.015241992,-0.008054061,
11/11/2003,-0.001922646,-0.012670542,-0.01982736,-0.025212885,0.000762073,
12/11/2003,0.01133793,-0.002681117,0.002417731,0.010777815,0.00600714,
13/11/2003,-0.001106191,0.021166084,0.00835942,0.016962966,0.00040941,
14/11/2003,-0.007064764,-0.001967984,-0.001350143,-0.005752917,0.005461796,
17/11/2003,-0.005939655,-0.017066969,-0.01663766,-0.02247652,-0.013303966,
18/11/2003,-0.008964616,0.002517455,0.004060098,0.006023796,0.003639471,
19/11/2003,0.006864761,-0.012909668,-0.007154951,-0.018330386,-0.006300376,
20/11/2003,-0.007357459,-0.002325622,-0.003479173,-0.00893478,-0.004486229,
21/11/2003,0.000946689,-0.000473713,-0.003059985,-0.003120785,0.002559408,
24/11/2003,0.012309683,0.000739604,0.002511172,0.005824009,0.014556586,
25/11/2003,0.00165519,0.013372583,-0.005301476,0,0.001459338,
26/11/2003,0.001599436,0.006524269,-0.005519412,0.012803646,-0.004201351,
27/11/2003,0,-0.000884009,0.003635495,0.00474468,-0.002121071,
28/11/2003,0.000295351,0.019799396,-0.010478695,0.010297882,-0.004248779,
01/12/2003,0.01184782,0.011263331,0.018350563,0.013761353,0.015408245,
02/12/2003,-0.004597502,-0.003599634,0.003484661,-0.005071101,-0.007074806,
03/12/2003,0.0020051,-0.00412136,-0.00551502,0.004904205,0.002982572,
04/12/2003,0.005797378,-0.001500173,-0.007331824,-0.003141693,-0.003149293,
05/12/2003,-0.006885791,-0.002264637,-0.006357018,0.000571427,-0.002556821,
08/12/2003,0.010348153,-0.011211047,-0.014030379,-0.007919331,-0.001647785,
09/12/2003,-0.004208525,0.017598378,0.01618895,-0.004646304,0.00451747,
10/12/2003,-0.000156765,0.000382381,-0.008607954,-0.000122717,-0.010141258,
11/12/2003,0.0086598,0.01251972,0.006530905,0.005269091,-0.00095077,
12/12/2003,0.003391399,0.003168319,0.002852025,0.004373658,0.003772368,
15/12/2003,-0.001927032,-0.005912915,0.00373839,0.008896887,8.05E-05,
16/12/2003,0.010593234,-0.020972097,-0.011561351,-0.008138954,-0.003462758,
17/12/2003,0.001549051,-0.005496989,-0.009924034,-0.00316862,0.004896875,
18/12/2003,0.010083045,0.003857843,-0.002366813,-0.004617361,0.009833833,
19/12/2003,0.002937453,0.010685946,0.022134206,-0.002813418,0.003409943,
22/12/2003,0.005798992,0.009351735,-0.005863584,0.006803976,0.002648181,
23/12/2003,0.000315213,-0.005418244,0.004981811,-0.000911887,0.00381056,
24/12/2003,-0.003494387,0.002909492,0,0.00287224,0.000862072,
29/12/2003,0.013954495,0.000609125,0.001554278,0.008734133,0.002873452,
30/12/2003,-0.002391607,0.004997804,-0.001591111,0.013044854,0.002887589,
31/12/2003,0.002767215,0.003919905,0,0.00036844,0.001450725,
02/01/2004,-0.004224853,0.017775325,0.032463006,0.015090827,0.007412922,
05/01/2004,0.01281108,0.015798484,0.004549599,0.020613933,0.000680451,
06/01/2004,-0.000512959,0.002380035,0.000367697,3.28E-05,-0.00178079,
07/01/2004,-0.000914141,0.00926631,0.008941388,0.003951237,-0.007184107,
08/01/2004,0.00600396,0.003483144,0.0036556,0.003110693,0.004728384,
09/01/2004,-0.012688463,0.013705681,0.001849244,0.005874074,-0.006222915,
12/01/2004,0.002510479,-0.00251178,0.000561234,-0.005434355,-0.003741634,
13/01/2004,-0.005546287,0.003322013,0.005997924,0.010296928,-0.002130544,
14/01/2004,0.010606337,-0.005671947,0.007944729,-0.000553453,0.004774469,
15/01/2004,0.001467949,-0.005349516,0.004627722,-0.016556356,-0.001190921,
16/01/2004,0.004411926,-0.006211795,0.003620281,0.003757998,0.007110974,
19/01/2004,0,0.006475915,0.005587159,0.006695485,0.006719975,
20/01/2004,-0.006801078,0.023645828,-0.014075672,0.008738429,-0.004185243,
21/01/2004,0.008978846,0.013187844,-0.009638289,0.012847048,0.002643599,
26/01/2004,0.007398205,-0.00169664,0.023656733,0.005499362,-0.01467091,
27/01/2004,-0.008688937,0.002518086,0.010375534,0.0024024,0.000341862,
28/01/2004,-0.013431323,-0.02427891,-0.005444804,-0.022143555,0.004738027,
29/01/2004,0.003996926,-0.007305627,-0.006350342,-0.011076558,-0.01274617,
30/01/2004,-0.002116522,-0.003353447,-0.009580022,0.003273112,-0.004737455,
02/02/2004,0.001058821,-0.022016649,0.005862082,0,-0.002122652,
03/02/2004,0.000571298,0.006901525,-0.000668831,-0.001749024,0.002099876,
04/02/2004,-0.003284122,-0.000250604,0.002354022,-0.005701459,0.001793143,
05/02/2004,0.002367066,-0.00427221,0.017948474,-0.003264819,-0.003213097,
06/02/2004,0.00924482,0.02115905,0.00915196,0.013983128,0.00418115,
09/02/2004,-0.001322469,0.019868036,0.007440752,0.018057408,0.007174298,
10/02/2004,0.003285453,-0.004504602,0.00096861,-0.008253434,-0.006667921,
11/02/2004,0.01160109,0.000673066,0.006563481,-0.002229238,-0.002022498,
12/02/2004,-0.004071411,0.007393802,0.00812125,-0.002985437,-0.004176085,
13/02/2004,-0.006211545,0.008380849,-0.003961622,0.000606384,0.007800043,
16/02/2004,0,0.006654038,-0.002854096,-0.001438749,-0.000882073,
17/02/2004,0.008156001,-0.001163961,-0.007868428,0.017087604,0.012034496,
18/02/2004,-0.004010687,0.008141678,-0.000821705,-0.002622966,-0.004175475,
19/02/2004,-0.000680433,-0.004400704,0.002631525,0.000767506,0.016224108,
20/02/2004,-0.004294615,8.29E-05,-0.008092904,0.00096252,-0.000117379,
23/02/2004,-0.000886274,-0.007476484,0.000223472,-0.003839732,0.002051033,
24/02/2004,-0.004085607,-0.000629327,-0.003583295,-0.003252779,-0.006107942,
25/02/2004,0.003331307,-0.011474076,0.012502518,-0.005407453,0.002396631,
26/02/2004,-0.002028256,0.005512201,0.004809203,0.01087054,0.001848519,
27/02/2004,0.000356992,0.016851445,0.001754149,-3.71E-05,-0.005257503,
01/03/2004,0.008862811,0.0008352,0.009627102,0.001640056,0.009921215,
02/03/2004,-0.00814921,-0.013548128,0.006296829,0.000634139,0.00068524,
03/03/2004,0.000153847,-0.020398391,-0.006898899,-0.006545653,-0.003304935,
04/03/2004,-0.0004826,-0.000188065,0.00554743,0.006587915,0.007472349,
05/03/2004,0.000713327,0.000237862,-0.002271645,-0.000776843,-0.002633387,
08/03/2004,-0.006255411,0.008789363,0.00107838,-0.00168788,0.001465801,
09/03/2004,-0.006910868,-0.013072847,-0.00322084,-0.001669516,-0.002581424,
10/03/2004,-0.015425938,-0.013757453,-0.012183368,-0.00541459,0.000730687,
11/03/2004,-0.016501007,-0.014493593,-0.020519012,-0.014634408,-0.022270971,
12/03/2004,0.01096818,-0.007075771,-0.002602186,-0.006896841,0.00496603,
15/03/2004,-0.013487147,-0.000991813,-0.007067797,0.001715075,-0.012256524,
16/03/2004,0.008061733,0.00102197,0.009614197,-0.006500139,0.003612378,
17/03/2004,0.011289095,0.003327117,0.003255207,0.003961873,0.006279773,
18/03/2004,-0.000438765,-0.012370703,-0.00510144,0.000877683,-0.013310687,
19/03/2004,-0.010661251,-0.002000253,-0.002039006,0.002144627,0.00450792,
22/03/2004,-0.01203384,-0.01891579,-0.016292494,-0.014767692,-0.01919042,
23/03/2004,-0.0001104,0.002979405,0.006253831,0.003442989,-0.003527398,
24/03/2004,-0.001532138,0.007105884,-0.004303217,0.009240014,-0.00210015,
25/03/2004,0.016834516,-0.012534323,0.015898658,-0.002667985,0.014783042,
26/03/2004,-0.000572806,-0.002957194,-0.034534217,-0.001799039,-0.003687945,
29/03/2004,0.011358391,-0.00448806,0.005928458,0.004603233,0.011227535,
30/03/2004,0.005028461,0.017077467,-0.005205854,0.004891208,0.001381023,
31/03/2004,-0.002314386,0.003181293,-0.005568692,0.00776575,-0.006171533,
01/04/2004,0.001507816,-0.00042748,-0.001854509,0.006317018,0.005693266,
02/04/2004,0.009332013,0.004369495,0.020347746,0.005198418,0.012370149,
06/04/2004,0.009526061,0.012117064,-0.004564009,0.000648571,0.001613259,
07/04/2004,-0.008613887,0.002563645,0.007283618,0.001465707,-0.000923781,
08/04/2004,-0.003643169,-0.000826964,0,0.009238514,0.004683902,
13/04/2004,-0.005834974,0.009439887,0.003659239,-0.003375971,0.005798727,
14/04/2004,-0.000321366,-0.028167347,-0.009735604,-0.013725987,-0.006745793,
15/04/2004,0.001878871,-0.015157878,-0.003106306,-0.013618767,0.004466736,
16/04/2004,0.005228556,-0.001674577,0.000460636,0.005196896,0.007028841,
19/04/2004,-0.001352173,-0.000672866,-0.002333767,-0.00501799,0.001968405,
20/04/2004,-0.011887802,-0.004478286,0.01005215,0.003090557,0.005002621,
21/04/2004,0.000268313,-0.013571181,-0.003596129,-0.00108683,-0.006400363,
22/04/2004,0.013854005,-0.004886257,-0.001730178,0.008243315,0.007015185,
